DayOfWeek, HourOfDay, Branch_,City_,Customer type_,Gender_,Product line_,Unit price,Quantity,Tax 5%,Total,Payment_,cogs,gross margin percentage,gross income,Rating
4, 17, C, Geneva, Normal, Male, Fashion accessories, 86.13, 2, 8.613, 180.873, Cash, 172.26, 4.761904762, 8.613, 8.2
3, 11, B, Zurich, Member, Male, Fashion accessories, 49.92, 2, 4.992, 104.832, Credit card, 99.84, 4.761904762, 4.992, 7
1, 10, A, Bern, Normal, Female, Food and beverages, 74.66, 4, 14.932, 313.572, Cash, 298.64, 4.761904762, 14.932, 8.5
2, 15, B, Zurich, Member, Male, Food and beverages, 26.6, 6, 7.98, 167.58, Ewallet, 159.6, 4.761904762, 7.98, 4.9
7, 18, B, Zurich, Normal, Female, Electronic accessories, 25.45, 1, 1.2725, 26.7225, Credit card, 25.45, 4.761904762, 1.2725, 5.1
1, 20, B, Zurich, Normal, Female, Food and beverages, 67.77, 1, 3.3885, 71.1585, Credit card, 67.77, 4.761904762, 3.3885, 6.5
6, 12, C, Geneva, Member, Male, Food and beverages, 59.59, 4, 11.918, 250.278, Cash, 238.36, 4.761904762, 11.918, 9.8
3, 17, A, Bern, Normal, Male, Health and beauty, 58.15, 4, 11.63, 244.23, Cash, 232.6, 4.761904762, 11.63, 8.4
4, 14, A, Bern, Member, Female, Sports and travel, 97.48, 9, 43.866, 921.186, Ewallet, 877.32, 4.761904762, 43.866, 7.4
3, 10, C, Geneva, Normal, Male, Health and beauty, 99.96, 7, 34.986, 734.706, Cash, 699.72, 4.761904762, 34.986, 6.1
3, 11, C, Geneva, Normal, Male, Electronic accessories, 96.37, 7, 33.7295, 708.3195, Cash, 674.59, 4.761904762, 33.7295, 6
4, 19, B, Zurich, Normal, Female, Fashion accessories, 63.71, 5, 15.9275, 334.4775, Ewallet, 318.55, 4.761904762, 15.9275, 8.5
1, 14, B, Zurich, Normal, Female, Health and beauty, 14.76, 2, 1.476, 30.996, Ewallet, 29.52, 4.761904762, 1.476, 4.3
4, 19, B, Zurich, Member, Male, Health and beauty, 62, 8, 24.8, 520.8, Credit card, 496, 4.761904762, 24.8, 6.2
5, 19, C, Geneva, Member, Male, Electronic accessories, 82.34, 10, 41.17, 864.57, Ewallet, 823.4, 4.761904762, 41.17, 4.3
1, 15, B, Zurich, Member, Male, Health and beauty, 75.37, 8, 30.148, 633.108, Credit card, 602.96, 4.761904762, 30.148, 8.4
5, 19, A, Bern, Normal, Female, Food and beverages, 56.56, 5, 14.14, 296.94, Credit card, 282.8, 4.761904762, 14.14, 4.5
4, 18, B, Zurich, Normal, Female, Sports and travel, 76.6, 10, 38.3, 804.3, Ewallet, 766, 4.761904762, 38.3, 6
7, 20, A, Bern, Normal, Male, Electronic accessories, 58.03, 2, 5.803, 121.863, Ewallet, 116.06, 4.761904762, 5.803, 8.8
5, 18, B, Zurich, Normal, Male, Fashion accessories, 17.49, 10, 8.745, 183.645, Ewallet, 174.9, 4.761904762, 8.745, 6.6
1, 11, C, Geneva, Member, Female, Electronic accessories, 60.95, 1, 3.0475, 63.9975, Ewallet, 60.95, 4.761904762, 3.0475, 5.9
2, 13, C, Geneva, Normal, Male, Health and beauty, 40.35, 1, 2.0175, 42.3675, Ewallet, 40.35, 4.761904762, 2.0175, 6.2
6, 17, B, Zurich, Normal, Female, Home and lifestyle, 97.38, 10, 48.69, 1022.49, Ewallet, 973.8, 4.761904762, 48.69, 4.4
6, 13, A, Bern, Member, Male, Food and beverages, 31.84, 1, 1.592, 33.432, Cash, 31.84, 4.761904762, 1.592, 7.7
5, 15, A, Bern, Normal, Male, Home and lifestyle, 65.82, 1, 3.291, 69.111, Cash, 65.82, 4.761904762, 3.291, 4.1
1, 13, A, Bern, Member, Female, Fashion accessories, 88.34, 7, 30.919, 649.299, Cash, 618.38, 4.761904762, 30.919, 6.6
